date,ret_pct,kp_chain,la_chain,kp_panchang,la_panchang
2025-07-15,0.424,-0.12,-0.12,2.5,2.5
2025-07-16,0.061,0.5,0.5,2.5,2.5
2025-07-17,-0.473,-0.5,-0.5,1.5,1.5
2025-07-18,-0.558,-0.22,-0.22,2.5,2.5
2025-07-21,0.367,1.0,1.0,2.5,2.5
2025-07-22,-0.42,-0.06,0.5,1.5,1.5
2025-07-23,0.32,0.34,0.34,-0.5,-0.5
2025-07-24,-0.718,-0.78,-0.78,-1.5,-1.5
2025-07-25,-0.693,0.5,0.5,0.5,0.5
2025-07-28,-0.41,0.06,0.06,-0.5,-0.5
2025-07-29,0.859,0.22,0.22,2.5,2.5
2025-07-30,-0.142,0.5,0.5,2.5,2.5
2025-07-31,0.512,0.28,0.28,2.5,2.5
2025-08-01,-0.685,0.45,0.45,2.5,2.5
2025-08-04,0.515,-1.0,-1.0,1.5,1.5
2025-08-05,-0.286,-0.22,-0.22,2.5,2.5
2025-08-06,-0.273,0.0,0.0,1.5,1.5
2025-08-07,0.539,0.0,0.0,1.5,1.5
2025-08-08,-0.737,0.0,0.0,0.5,0.5
2025-08-11,0.876,-0.72,-0.72,1.5,1.5
2025-08-12,-0.309,-0.34,-0.34,2.5,2.5
2025-08-13,0.135,0.0,0.0,-0.5,-0.5
2025-08-14,0.098,-0.12,-0.12,1.5,1.5
2025-08-18,-0.246,0.56,0.56,1.5,1.5
2025-08-19,0.359,0.16,0.16,2.5,2.5
2025-08-20,0.339,-0.25,-0.25,1.5,1.5
2025-08-21,-0.232,-0.5,-0.5,1.5,1.5
2025-08-22,-0.774,-0.5,-0.5,-1.5,-1.5
2025-08-25,0.075,-0.5,-0.5,2.5,2.5
2025-08-26,-0.753,-1.0,-1.0,2.5,2.5
2025-08-28,-0.789,-0.16,-0.16,2.5,2.5
2025-08-29,-0.163,0.34,0.34,2.5,2.5
2025-09-01,0.787,-0.16,-0.16,-0.5,-0.5
2025-09-02,-0.298,-0.22,-0.22,1.5,1.5
2025-09-03,0.4,0.17,0.17,2.5,2.5
2025-09-04,-0.987,-0.72,-0.72,2.5,2.5
2025-09-05,-0.314,0.5,0.5,2.5,2.5
2025-09-08,-0.119,0.5,0.5,1.5,1.5
2025-09-09,0.018,-1.0,-1.0,1.5,1.5
2025-09-10,-0.072,-0.72,-0.72,2.5,2.5
2025-09-11,0.241,-0.78,-0.78,-0.5,-0.5
2025-09-12,0.158,-0.72,-0.72,1.5,1.5
2025-09-15,-0.198,0.0,0.0,-0.5,-0.5
2025-09-16,0.66,0.12,0.12,1.5,1.5
2025-09-17,0.212,-0.5,-0.5,1.5,1.5
2025-09-18,-0.069,-1.0,-1.0,2.5,2.5
2025-09-19,-0.327,0.0,0.0,2.5,2.5
2025-09-22,-0.142,-0.5,-0.5,0.5,0.5
2025-09-23,-0.157,0.5,0.5,2.5,2.5
2025-09-24,-0.207,-0.06,-0.06,2.5,2.5
2025-09-25,-0.574,0.78,0.78,1.5,1.5
2025-09-26,-0.66,0.0,0.0,-0.5,-0.5
2025-09-29,-0.379,0.0,0.0,2.5,2.5
2025-09-30,-0.327,0.0,0.0,2.5,2.5
2025-10-01,0.876,-0.5,-0.5,-0.5,-0.5
2025-10-03,0.544,-0.5,-0.5,1.5,1.5
2025-10-06,0.647,-0.25,-0.25,0.5,0.5
2025-10-07,0.092,0.56,0.56,1.5,1.5
2025-10-08,-0.134,-0.5,-0.5,2.5,2.5
2025-10-09,0.429,-0.16,-0.16,2.5,2.5
2025-10-10,0.468,-0.16,-0.16,-0.5,-0.5
2025-10-13,0.199,0.16,-0.22,1.5,1.5
2025-10-14,-0.522,-0.167,-0.167,2.5,2.5
2025-10-15,0.562,-0.3,-0.3,0.5,0.5
2025-10-16,0.75,0.22,0.22,1.5,1.5
2025-10-17,0.638,0.78,0.78,2.5,2.5
2025-10-20,0.072,0.5,0.5,-2.5,-2.5
2025-10-21,-0.126,-0.5,-0.5,-2.5,-2.5
2025-10-23,-0.636,-0.375,-0.375,2.5,2.5
2025-10-24,-0.54,0.0,0.0,2.5,2.5
2025-10-27,0.475,-0.16,-0.16,1.5,1.5
2025-10-28,-0.014,0.34,0.34,2.5,2.5
2025-10-29,0.277,-0.34,-0.34,1.5,1.5
2025-10-30,-0.41,0.5,0.5,1.5,1.5
2025-10-31,-0.548,-0.22,-0.22,0.5,-0.5
2025-11-03,0.259,-0.05,-0.05,2.5,2.5
2025-11-04,-0.571,-1.0,-1.0,0.5,0.5
2025-11-06,-0.327,0.0,0.0,1.5,1.5
2025-11-07,0.23,0.5,0.5,1.5,1.5
2025-11-10,0.278,-0.167,-0.167,2.5,2.5
2025-11-11,0.304,-0.3,-0.3,2.5,2.5
2025-11-12,0.161,0.44,0.44,2.5,2.5
2025-11-13,-0.104,0.5,0.5,0.5,0.5
2025-11-14,0.552,-0.22,-0.22,0.5,1.5
2025-11-17,0.251,-0.16,-0.16,2.5,2.5
2025-11-18,-0.429,-0.64,-0.64,2.5,2.5
2025-11-19,0.519,-0.593,-0.593,-1.5,-1.5
2025-11-20,0.23,-0.127,-0.127,-1.5,-1.5
2025-11-21,-0.159,0.22,0.22,1.5,1.5
2025-11-24,-0.625,0.0,-0.14,-0.5,-0.5
2025-11-25,-0.437,0.5,0.5,1.5,1.5
2025-11-26,1.402,0.5,0.5,2.5,2.5
2025-11-27,-0.174,0.5,0.5,1.5,1.5
2025-11-28,-0.131,0.5,0.5,1.5,1.5
2025-12-01,-0.57,0.28,0.28,1.5,1.5
2025-12-02,-0.214,-0.78,-0.78,2.5,2.5
2025-12-03,-0.073,-0.16,-0.16,1.5,1.5
2025-12-04,0.2,0.28,0.28,0.5,0.5
2025-12-05,0.718,0.5,0.5,2.5,2.5
2025-12-08,-0.762,0.12,0.12,0.5,0.5
2025-12-09,-0.106,-1.0,-1.0,2.5,2.5
2025-12-10,-0.41,0.0,0.0,1.5,1.5
2025-12-11,0.493,0.34,0.34,1.5,1.5
2025-12-12,0.292,0.5,0.5,2.5,2.5
2025-12-15,0.375,0.5,0.5,2.5,2.5
2025-12-16,-0.352,-0.5,-0.5,1.5,1.5
2025-12-17,-0.324,-1.0,-1.0,2.5,2.5
2025-12-18,0.197,0.34,0.34,-0.5,-0.5
2025-12-19,0.212,-0.22,-0.22,-2.5,-2.5
2025-12-22,0.447,0.06,0.06,1.5,1.5
2025-12-23,-0.107,0.5,0.5,1.5,1.5
2025-12-24,-0.109,0.5,0.5,0.5,0.5
2025-12-26,-0.302,-0.5,-0.5,1.5,1.5
2025-12-29,-0.465,0.0,0.0,-0.5,-0.5
2025-12-30,-0.008,-0.427,-0.427,1.5,1.5
2025-12-31,0.61,-0.44,-0.44,2.5,2.5
2026-01-01,-0.102,0.5,0.5,2.5,2.5
2026-01-02,0.663,0.28,0.28,0.5,0.5
2026-01-05,-0.317,-1.0,-1.0,1.5,1.5
2026-01-06,-0.042,0.06,0.06,2.5,2.5
2026-01-07,-0.009,-0.34,-0.34,0.5,0.5
2026-01-08,-0.88,-0.625,-0.625,2.5,2.5
2026-01-09,-0.608,-0.093,-0.093,2.5,2.5
2026-01-12,0.472,-0.5,-0.5,-0.5,-0.5
2026-01-13,-0.637,-1.0,-1.0,0.5,0.5
2026-01-14,0.066,-0.56,-0.56,1.5,1.5
2026-01-16,-0.007,0.56,0.56,1.5,1.5
2026-01-19,-0.264,0.167,0.167,0.5,0.5
2026-01-20,-1.36,0.5,0.5,1.5,1.5
2026-01-21,0.066,-0.16,-0.16,1.5,1.5
2026-01-22,-0.214,0.5,0.5,0.5,0.5
2026-01-23,-1.168,0.0,0.0,1.5,1.5
2026-01-27,0.447,0.0,0.0,0.5,0.5
2026-01-28,0.332,0.0,0.0,1.5,1.5
2026-01-29,0.292,-0.625,-0.625,2.5,2.5
2026-01-30,0.29,0.0,0.0,1.5,1.5
2026-02-02,1.177,0.28,0.28,2.5,2.5
2026-02-03,-2.207,0.5,0.5,2.5,2.5
2026-02-04,0.393,0.22,0.22,1.5,1.5
2026-02-05,-0.439,-0.78,-0.78,0.5,0.5
2026-02-06,0.343,-1.0,-1.0,1.5,1.5
2026-02-09,-0.083,0.0,0.0,2.5,2.5
2026-02-10,0.048,-1.0,-1.0,1.5,1.5
2026-02-11,-0.168,0.0,0.0,-0.5,-0.5
2026-02-12,-0.384,0.5,0.5,1.5,1.5
2026-02-13,-0.391,0.12,0.12,2.5,2.5
2026-02-16,1.019,1.0,1.0,-1.5,-1.5
2026-02-17,0.341,-0.5,-0.5,-2.5,-2.5
2026-02-18,0.259,-0.5,-0.5,2.5,2.5
2026-02-19,-1.619,0.5,0.5,2.5,2.5
2026-02-20,0.648,-1.0,-1.0,2.5,2.5
2026-02-23,0.135,0.0,0.0,2.5,2.5
2026-02-24,-0.847,0.5,0.5,2.5,2.5
2026-02-25,-0.118,0.5,0.5,-0.5,-0.5
2026-02-26,-0.234,-1.0,-1.0,1.5,1.5
2026-02-27,-1.104,-0.5,-0.5,2.5,2.5
2026-03-02,0.837,-0.28,-0.28,-0.5,-0.5
2026-03-04,0.376,0.22,0.22,1.5,1.5
2026-03-05,0.609,0.22,0.22,1.5,1.5
2026-03-06,-0.835,0.5,0.5,1.5,1.5
2026-03-09,0.67,0.0,0.0,1.5,1.5
2026-03-10,-0.079,0.0,0.0,2.5,2.5
2026-03-11,-1.506,0.72,0.72,2.5,2.5
2026-03-12,-0.151,0.0,0.0,-0.5,-0.5
2026-03-13,-1.327,0.06,0.06,-0.5,-0.5
2026-03-16,1.266,-0.34,-0.34,2.5,2.5
2026-03-17,0.374,-1.0,-0.12,2.5,2.5
2026-03-18,0.613,-0.5,-0.5,-1.5,-1.5
2026-03-19,-0.843,-0.5,-0.5,-1.5,-1.5
2026-03-20,0.019,0.06,0.06,2.5,2.5
2026-03-23,-1.366,0.5,0.5,1.5,1.5
2026-03-24,0.148,0.5,0.5,2.5,2.5
2026-03-25,1.049,0.12,0.12,2.5,2.5
2026-03-27,-1.527,-1.0,-1.0,-0.5,-0.5
2026-03-30,-0.968,-0.78,-0.5,1.5,1.5
2026-04-01,-0.959,0.56,0.56,0.5,0.5
2026-04-02,1.473,0.5,0.5,1.5,1.5
2026-04-06,0.825,-1.0,-1.0,-0.5,-0.5
2026-04-07,1.248,-1.0,-1.0,1.5,1.5
2026-04-08,0.596,0.0,0.0,2.5,2.5
2026-04-09,-0.56,0.0,0.0,1.5,1.5
2026-04-10,0.712,1.0,1.0,2.5,2.5
2026-04-13,1.073,0.0,0.0,2.5,2.5
2026-04-15,0.279,0.0,0.0,2.5,2.5
2026-04-16,-0.773,0.5,0.5,0.5,0.5
2026-04-17,0.777,0.06,0.06,-2.5,-2.5
2026-04-20,-0.109,1.0,1.0,2.5,2.5
2026-04-21,0.829,0.72,0.72,2.5,2.5
2026-04-22,-0.379,0.0,0.0,1.5,1.5
2026-04-23,-0.121,1.0,1.0,1.5,2.5
2026-04-24,-0.841,0.0,0.0,1.5,1.5
2026-04-27,0.615,-0.12,-0.12,1.5,1.5
2026-04-28,-0.225,0.12,0.12,1.5,1.5
2026-04-29,0.335,-0.5,-0.5,2.5,2.5
2026-04-30,0.003,0.22,0.22,0.5,0.5
2026-05-04,0.232,-1.0,-1.0,1.5,1.5
2026-05-05,-0.082,0.0,0.0,0.5,0.5
2026-05-06,0.662,-1.0,-1.0,0.5,0.5
2026-05-07,-0.294,-0.16,-0.16,2.5,2.5
2026-05-08,-0.237,0.0,0.0,2.5,2.5
2026-05-11,-0.644,0.5,0.5,0.5,0.5
2026-05-12,-1.446,-0.5,-0.5,0.5,0.5
2026-05-13,0.215,0.5,0.5,1.5,1.5
2026-05-14,0.677,0.0,0.0,2.5,2.5
2026-05-15,-0.37,0.5,0.5,2.5,2.5
2026-05-18,0.714,1.0,1.0,2.5,2.5
2026-05-19,-0.242,0.06,0.06,1.5,1.5
2026-05-20,0.86,0.5,0.5,-0.5,-0.5
2026-05-21,-0.736,-0.16,-0.16,1.5,1.5
2026-05-22,0.203,-0.16,-0.16,2.5,2.5
2026-05-25,0.382,0.0,0.0,1.5,1.5
2026-05-26,-0.377,-0.5,-0.5,1.5,1.5
2026-05-27,0.112,-0.5,-0.5,1.5,1.5
2026-05-29,-1.483,0.0,0.0,1.5,1.5
2026-06-01,-1.149,-0.12,-0.12,2.5,2.5
2026-06-02,1.095,0.0,0.0,2.5,2.5
2026-06-03,-0.044,0.0,0.0,2.5,2.5
2026-06-04,0.576,0.06,0.06,0.5,0.5
2026-06-05,-0.478,-1.0,-1.0,2.5,2.5
2026-06-08,0.183,0.0,0.0,1.5,1.5
2026-06-09,-0.073,0.0,0.0,0.5,0.5
2026-06-10,-0.082,0.78,0.78,1.5,1.5
2026-06-11,0.248,0.5,0.5,2.5,2.5
2026-06-12,0.898,0.0,0.0,1.5,1.5
2026-06-15,-0.546,0.34,0.34,-2.5,-2.5
2026-06-16,0.273,-1.0,-1.0,2.5,2.5
2026-06-17,0.171,0.5,0.5,1.5,1.5
2026-06-18,0.391,-0.06,-0.06,-0.5,-0.5
2026-06-19,0.091,-0.72,-0.72,2.5,2.5
2026-06-22,-0.015,-1.0,-1.0,1.5,1.5
2026-06-23,-1.027,0.5,0.5,0.5,0.5
2026-06-24,0.949,0.0,0.0,0.5,0.5
2026-06-25,-0.29,-0.5,-0.5,2.5,2.5
2026-06-29,-0.48,0.0,0.0,2.5,2.5
2026-06-30,-0.692,0.12,0.12,2.5,2.5
2026-07-01,0.453,0.28,0.28,2.5,2.5
2026-07-02,0.472,0.0,0.0,1.5,1.5
2026-07-03,-0.43,0.5,0.5,1.5,1.5
2026-07-06,0.508,-0.16,-0.16,2.5,2.5
2026-07-07,-0.269,0.0,0.0,2.5,2.5
2026-07-08,-1.556,0.5,0.5,1.5,1.5
2026-07-09,0.141,0.0,0.0,0.5,0.5
2026-07-10,0.341,0.44,0.44,0.5,0.5
2026-07-13,0.714,0.0,0.0,-0.5,-0.5
2026-07-14,-0.066,0.23,0.23,-2.5,-2.5
2026-07-15,-0.031,0.34,0.34,2.5,2.5
2026-07-16,-0.287,-0.16,-0.16,1.5,1.5
2026-07-17,0.857,0.5,0.5,1.5,1.5
2026-07-20,0.2,0.0,0.0,2.5,2.5
2026-07-21,-0.117,0.72,0.72,2.5,2.5
2026-07-22,-0.638,0.0,0.0,0.5,0.5
2026-07-23,-0.147,-0.44,-0.44,0.5,0.5
2026-07-24,0.427,-0.56,-0.56,1.5,1.5
2026-07-27,0.282,-1.0,-1.0,1.5,1.5
2026-07-28,0.059,0.0,0.0,-0.5,-0.5
2026-07-29,0.304,0.34,0.34,2.5,2.5
2026-07-30,0.279,0.5,0.5,2.5,2.5
2026-07-31,0.091,0.0,0.0,2.5,2.5
2026-08-03,0.82,-0.44,-0.44,2.5,2.5
2026-08-04,-0.36,-0.11,-0.11,1.5,1.5
2026-08-05,-0.181,-0.5,-0.5,1.5,1.5
2026-08-06,-0.02,-0.22,-0.22,1.5,1.5
2026-08-07,0.129,0.12,0.12,0.5,0.5
2026-08-10,0.01,-1.0,-1.0,2.5,2.5
